Event	ID	Name			Wwise Object Path	Notes
	344883609	Stop_Cenote_Ambient			\Default Work Unit\Stop_Cenote_Ambient	
	350586603	Play_Boat_Wading			\Default Work Unit\Play_Boat_Wading	
	387097402	Play_Tree_Creacking			\Default Work Unit\Play_Tree_Creacking	
	394177638	Play_Star_Emote_Question			\Default Work Unit\Play_Star_Emote_Question	
	467174588	Play_Waterfall			\Default Work Unit\Play_Waterfall	
	705940322	Stop_Forest_Ambient			\Default Work Unit\Stop_Forest_Ambient	
	1491101445	Stop_Distant_Shore			\Default Work Unit\Stop_Distant_Shore	
	1602358412	Play_Footstep			\Default Work Unit\Play_Footstep	
	1750902384	Stop_Tree_Creacking			\Default Work Unit\Stop_Tree_Creacking	
	1908953803	Play_Star_Idle			\Default Work Unit\Play_Star_Idle	
	2059401670	Stop_Cave_Ambient			\Default Work Unit\Stop_Cave_Ambient	
	2129946869	Stop_Boat_Wading			\Default Work Unit\Stop_Boat_Wading	
	2278146586	Play_Star_Emote_NoNo			\Default Work Unit\Play_Star_Emote_NoNo	
	2515930607	Play_Star_Emote_HurryUp			\Default Work Unit\Play_Star_Emote_HurryUp	
	2687305538	Stop_Waterfall			\Default Work Unit\Stop_Waterfall	
	3034517321	Stop_Music2			\Default Work Unit\Stop_Music2	
	3034517322	Stop_Music1			\Default Work Unit\Stop_Music1	
	3206962000	Play_Forest_Ambient			\Default Work Unit\Play_Forest_Ambient	
	3488159267	Play_Cenote_Ambient			\Default Work Unit\Play_Cenote_Ambient	
	3692107796	Play_Cave_Ambient			\Default Work Unit\Play_Cave_Ambient	
	3913889475	Play_Distant_Shore			\Default Work Unit\Play_Distant_Shore	
	4237703228	Play_Music1			\Default Work Unit\Play_Music1	
	4237703231	Play_Music2			\Default Work Unit\Play_Music2	

Switch Group	ID	Name			Wwise Object Path	Notes
	3964766495	Floor_Material			\Default Work Unit\Floor_Material	

Switch	ID	Name	Switch Group			Notes
	803837735	Sand	Floor_Material			
	1216965916	Stone	Floor_Material			
	2058049674	Wood	Floor_Material			
	2185786256	Gravel	Floor_Material			
	2654748154	Water	Floor_Material			
	4248645337	Grass	Floor_Material			

Modulator Time	ID	Name			Wwise Object Path	Notes
	428472723	Time_Wind			\Default Work Unit\Time_Wind	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	24430823	Reverie-Cave_Drip_02	E:\Game Development\Reverie\Reverie_WwiseProject\.cache\Mac\SFX\Reverie-Cave_Drip_02_9ABA330A.wem		\Actor-Mixer Hierarchy\Default Work Unit\Cave\Cave_Ambient\Cave_Drip\Reverie-Cave_Drip_02		20974
	38885168	Reverie_Forest_DRAFT_v1	E:\Game Development\Reverie\Reverie_WwiseProject\.cache\Mac\SFX\Reverie_Forest_DRAFT_v1_075A6C54.wem		\Interactive Music Hierarchy\Default Work Unit\Reverie_Forest_DRAFT_v1\Reverie_Forest_DRAFT_v1		10879279
	46437815	Reverie-Tree_Creaking_01	E:\Game Development\Reverie\Reverie_WwiseProject\.cache\Mac\SFX\Reverie-Tree_Creaking_01_9ABA330A.wem		\Actor-Mixer Hierarchy\Default Work Unit\Cenote\Tree_Creacking\Reverie-Tree_Creaking_01		111411
	75537005	Reverie-Footsteps_Wood_06	E:\Game Development\Reverie\Reverie_WwiseProject\.cache\Mac\SFX\Reverie-Footsteps_Wood_06_9ABA330A.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Footstep\Footstep_Wood\Reverie-Footsteps_Wood_06		14079
	102048234	Reverie-Footsteps_Grass_04	E:\Game Development\Reverie\Reverie_WwiseProject\.cache\Mac\SFX\Reverie-Footsteps_Grass_04_9ABA330A.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Footstep\Footstep_Grass\Reverie-Footsteps_Grass_04		34895
	110623919	Reverie-Footsteps_Grass_09	E:\Game Development\Reverie\Reverie_WwiseProject\.cache\Mac\SFX\Reverie-Footsteps_Grass_09_9ABA330A.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Footstep\Footstep_Grass\Reverie-Footsteps_Grass_09		36618
	111484945	Reverie-Footsteps_Water_02	E:\Game Development\Reverie\Reverie_WwiseProject\.cache\Mac\SFX\Reverie-Footsteps_Water_02_9ABA330A.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Footstep\Footstep_Water\Reverie-Footsteps_Water_02		45680
	113924279	Reverie-Footsteps_Sand_05	E:\Game Development\Reverie\Reverie_WwiseProject\.cache\Mac\SFX\Reverie-Footsteps_Sand_05_9ABA330A.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Footstep\Footstep_Sand\Reverie-Footsteps_Sand_05		36346
	125043996	Reverie-Star_HurryUp_01	E:\Game Development\Reverie\Reverie_WwiseProject\.cache\Mac\SFX\Reverie-Star_HurryUp_01_9ABA330A.wem		\Actor-Mixer Hierarchy\Default Work Unit\Star\Star_Emote_HurryUp\Reverie-Star_HurryUp_01		124610
	129656882	Reverie-Footsteps_Water_07	E:\Game Development\Reverie\Reverie_WwiseProject\.cache\Mac\SFX\Reverie-Footsteps_Water_07_9ABA330A.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Footstep\Footstep_Water\Reverie-Footsteps_Water_07		54709
	139094833	Reverie-Footsteps_Wood_03	E:\Game Development\Reverie\Reverie_WwiseProject\.cache\Mac\SFX\Reverie-Footsteps_Wood_03_9ABA330A.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Footstep\Footstep_Wood\Reverie-Footsteps_Wood_03		14010
	140278530	Motmot_05	E:\Game Development\Reverie\Reverie_WwiseProject\.cache\Mac\SFX\Motmot_05_9ABA330A.wem		\Actor-Mixer Hierarchy\Default Work Unit\Cenote\Cenote_Ambient\Bird_Call\Motmot_05		379644
	158885810	Reverie-Footsteps_Water_04	E:\Game Development\Reverie\Reverie_WwiseProject\.cache\Mac\SFX\Reverie-Footsteps_Water_04_9ABA330A.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Footstep\Footstep_Water\Reverie-Footsteps_Water_04		50922
	171515428	Reverie-Forest_Ambient_Wind_01[LOOP]	E:\Game Development\Reverie\Reverie_WwiseProject\.cache\Mac\SFX\Reverie-Forest_Ambient_Wind_01[LOOP]_9ABA330A.wem		\Actor-Mixer Hierarchy\Default Work Unit\Forest\Forest_Ambient\Reverie-Forest_Ambient_Wind_01[LOOP]		16038128
	192943792	1 - Reverie_Girl_Theme_DRAFT_v1	E:\Game Development\Reverie\Reverie_WwiseProject\.cache\Mac\SFX\1 - Reverie_Girl_Theme_DRAFT_v1_075A6C54.wem		\Interactive Music Hierarchy\Default Work Unit\1 - Reverie_Girl_Theme_DRAFT_v1\1 - Reverie_Girl_Theme_DRAFT_v1		6544261
	209185863	Reverie-Footsteps_Gravel_04	E:\Game Development\Reverie\Reverie_WwiseProject\.cache\Mac\SFX\Reverie-Footsteps_Gravel_04_9ABA330A.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Footstep\Footstep_Gravel\Reverie-Footsteps_Gravel_04		34428
	209450012	Reverie-Footsteps_Water_08	E:\Game Development\Reverie\Reverie_WwiseProject\.cache\Mac\SFX\Reverie-Footsteps_Water_08_9ABA330A.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Footstep\Footstep_Water\Reverie-Footsteps_Water_08		51501
	213957780	Reverie-Cave_Drip_04	E:\Game Development\Reverie\Reverie_WwiseProject\.cache\Mac\SFX\Reverie-Cave_Drip_04_9ABA330A.wem		\Actor-Mixer Hierarchy\Default Work Unit\Cave\Cave_Ambient\Cave_Drip\Reverie-Cave_Drip_04		64646
	218294020	Reverie-Footsteps_Sand_02	E:\Game Development\Reverie\Reverie_WwiseProject\.cache\Mac\SFX\Reverie-Footsteps_Sand_02_9ABA330A.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Footstep\Footstep_Sand\Reverie-Footsteps_Sand_02		38565
	220228986	Reverie-Star_NoNo_01	E:\Game Development\Reverie\Reverie_WwiseProject\.cache\Mac\SFX\Reverie-Star_NoNo_01_9ABA330A.wem		\Actor-Mixer Hierarchy\Default Work Unit\Star\Star_Emote_NoNo\Reverie-Star_NoNo_01		57658
	225978460	Reverie-Footsteps_Water_05	E:\Game Development\Reverie\Reverie_WwiseProject\.cache\Mac\SFX\Reverie-Footsteps_Water_05_9ABA330A.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Footstep\Footstep_Water\Reverie-Footsteps_Water_05		51156
	269337653	Reverie-Boat_Wading[LOOP]	E:\Game Development\Reverie\Reverie_WwiseProject\.cache\Mac\SFX\Reverie-Boat_Wading[LOOP]_075A6C54.wem		\Actor-Mixer Hierarchy\Default Work Unit\Cave\Boat_Wading\Reverie-Boat_Wading[LOOP]		989341
	289328327	Reverie-Star_NoNo_02	E:\Game Development\Reverie\Reverie_WwiseProject\.cache\Mac\SFX\Reverie-Star_NoNo_02_9ABA330A.wem		\Actor-Mixer Hierarchy\Default Work Unit\Star\Star_Emote_NoNo\Reverie-Star_NoNo_02		73039
